genestableid,gene_name,gene_description,disagreement,prob_equal_ortho_adj,similarity
"ENSMUSG00000029103","lrpap1","low density lipoprotein receptor related protein associated protein 1",1.120289,.5687338,"Same"
"ENSMUSG00000029106","add1","adducin 1 alpha ",.0002034,.9596648,"Same"
"ENSMUSG00000029108","pcdh7","protocadherin 7",1.062282,.5131056,"Same"
"ENSMUSG00000029111","nelfa","negative elongation factor complex member a whsc2",1.882319,.1030354,"Same"
"ENSMUSG00000029119","man2b2","mannosidase 2 alpha b2",.1342244,.9357217,"Same"
"ENSMUSG00000029120","ppp2r2c","protein phosphatase 2 regulatory subunit b gamma",.002531,.9592049,"Same"
"ENSMUSG00000029121","crmp1","collapsin response mediator protein 1",.0316998,.9248117,"Same"
"ENSMUSG00000029122","evc","evc ciliary complex subunit 1",.0073801,.9592049,"Same"
"ENSMUSG00000029123","stk32b","serine/threonine kinase 32b",.0683557,.9474466,"Same"
"ENSMUSG00000029125","stx18","syntaxin 18",1.748436,.1721515,"Same"
"ENSMUSG00000029126","nsg1","neuron specific gene family member 1",.5439104,.8451192,"Same"
"ENSMUSG00000029127","zbtb49","zinc finger and btb domain containing 49",1.418925,.1657556,"Same"
"ENSMUSG00000029128","rab28","rab28 member ras oncogene family",1.426255,.4602268,"Same"
"ENSMUSG00000029130","rnf32","ring finger protein 32",.0625235,.9441752,"Same"
"ENSMUSG00000029141","slc4a1ap","solute carrier family 4 anion exchanger member 1 adaptor protein",.4596451,.8379081,"Same"
"ENSMUSG00000029145","eif2b4","eukaryotic translation initiation factor 2b subunit 4 delta",1.375582,.0229049,"Different"
"ENSMUSG00000029146","snx17","sorting nexin 17",1.370062,.1023013,"Same"
"ENSMUSG00000029147","ppm1g","protein phosphatase 1g formerly 2c magnesium dependent gamma isoform",.0583046,.9097733,"Same"
"ENSMUSG00000029148","nrbp1","nuclear receptor binding protein 1",.2882364,.8477377,"Same"
"ENSMUSG00000029151","slc30a3","solute carrier family 30 zinc transporter member 3",.0012132,.9647024,"Same"
"ENSMUSG00000029152","ociad1","ocia domain containing 1",.0471848,.9592049,"Same"
"ENSMUSG00000029153","ociad2","ocia domain containing 2",1.421247,.0044646,"Different"
"ENSMUSG00000029156","sgcb","sarcoglycan beta dystrophin associated glycoprotein ",1.340126,.040745,"Different"
"ENSMUSG00000029161","cgref1","cell growth regulator with ef hand domain 1",.0131699,.9592049,"Same"
"ENSMUSG00000029162","khk","ketohexokinase",.6361375,.8319705,"Same"
"ENSMUSG00000029163","emilin1","elastin microfibril interfacer 1",1.576235,.3358623,"Same"
"ENSMUSG00000029165","agbl5","atp/gtp binding protein like 5",1.385452,.0293016,"Different"
"ENSMUSG00000029166","mapre3","microtubule associated protein rp/eb family member 3",.0010158,.9593371,"Same"
"ENSMUSG00000029167","ppargc1a","peroxisome proliferative activated receptor gamma coactivator 1 alpha",.9009947,.6885065,"Same"
"ENSMUSG00000029168","dpysl5","dihydropyrimidinase like 5",.9877732,.65031,"Same"
"ENSMUSG00000029169","dhx15","deah asp glu ala his box polypeptide 15",.0494617,.9592049,"Same"
"ENSMUSG00000029171","pgm2","phosphoglucomutase 2",.800561,.7765262,"Same"
"ENSMUSG00000029174","tbc1d1","tbc1 domain family member 1",.054861,.9464073,"Same"
"ENSMUSG00000029177","cenpa","centromere protein a",.0010271,.9650449,"Same"
"ENSMUSG00000029178","klf3","kruppel like factor 3 basic ",1.439397,.1970873,"Same"
"ENSMUSG00000029179","zcchc4","zinc finger cchc domain containing 4",.2471388,.8852965,"Same"
"ENSMUSG00000029189","sel1l3","sel 1 suppressor of lin 12 like 3 c elegans ",1.379328,.0880054,"Same"
"ENSMUSG00000029191","rfc1","replication factor c activator 1 1",.5017738,.8582605,"Same"
"ENSMUSG00000029192","tbc1d14","tbc1 domain family member 14",1.040311,.6418115,"Same"
"ENSMUSG00000029196","tada2b","transcriptional adaptor 2b",1.51788,.0735256,"Same"
"ENSMUSG00000029198","grpel1","grpe like 1 mitochondrial",1.388583,.000178,"Different"
"ENSMUSG00000029199","lias","lipoic acid synthetase",.1514497,.921443,"Same"
"ENSMUSG00000029201","ugdh","udp glucose dehydrogenase",.8494201,.7557201,"Same"
"ENSMUSG00000029202","pds5a","pds5 cohesin associated factor a",.1727048,.9401528,"Same"
"ENSMUSG00000029206","nsun7","nol1/nop2/sun domain family member 7",1.853842,4.88e-09,"Different"
"ENSMUSG00000029211","gabra4","gamma aminobutyric acid gaba a receptor subunit alpha 4",.0421658,.8776925,"Same"
"ENSMUSG00000029212","gabrb1","gamma aminobutyric acid gaba a receptor subunit beta 1",.1159088,.9447789,"Same"
"ENSMUSG00000029221","slc30a9","solute carrier family 30 zinc transporter member 9",.452791,.8757924,"Same"
"ENSMUSG00000029223","uchl1","ubiquitin carboxy terminal hydrolase l1",.199504,.9213625,"Same"
"ENSMUSG00000029227","fip1l1","fip1 like 1 s cerevisiae ",.0111893,.9592049,"Same"
"ENSMUSG00000029228","lnx1","ligand of numb protein x 1",.0320794,.9464073,"Same"
"ENSMUSG00000029229","chic2","cysteine rich hydrophobic domain 2",.941686,.6872204,"Same"
"ENSMUSG00000029233","srd5a3","steroid 5 alpha reductase 3",1.525713,.3510757,"Same"
"ENSMUSG00000029238","clock","circadian locomotor output cycles kaput",.1381717,.8861263,"Same"
"ENSMUSG00000029245","epha5","eph receptor a5",.0527461,.9592049,"Same"
"ENSMUSG00000029246","ppat","phosphoribosyl pyrophosphate amidotransferase",1.155852,.6081509,"Same"
"ENSMUSG00000029247","paics","phosphoribosylaminoimidazole carboxylase phosphoribosylaminoribosylaminoimidazole succinocarboxamide synthetase",.2213602,.9019403,"Same"
"ENSMUSG00000029249","rest","re1 silencing transcription factor",.0004915,.9650449,"Same"
"ENSMUSG00000029250","polr2b","polymerase rna ii dna directed polypeptide b",1.818874,.0696317,"Same"
"ENSMUSG00000029253","cenpc1","centromere protein c1",1.116045,.6289127,"Same"
"ENSMUSG00000029263","pigg","phosphatidylinositol glycan anchor biosynthesis class g",1.455721,.0008663,"Different"
"ENSMUSG00000029265","dr1","down regulator of transcription 1",1.406054,.1788307,"Same"
"ENSMUSG00000029267","mtf2","metal response element binding transcription factor 2",.3159977,.8772232,"Same"
"ENSMUSG00000029270","fam69a","family with sequence similarity 69 member a",.0743641,.9502185,"Same"
"ENSMUSG00000029283","cdc7","cell division cycle 7 s cerevisiae ",.6397323,.8064668,"Same"
"ENSMUSG00000029290","zfp326","zinc finger protein 326",.0957676,.8850721,"Same"
"ENSMUSG00000029291","rufy3","run and fyve domain containing 3",.0090291,.9592049,"Same"
"ENSMUSG00000029304","spp1","secreted phosphoprotein 1",.8154029,.5060071,"Same"
"ENSMUSG00000029309","sparcl1","sparc like 1",.5654265,.7971578,"Same"
"ENSMUSG00000029310","nudt9","nudix nucleoside diphosphate linked moiety x type motif 9",.004287,.9603338,"Same"
"ENSMUSG00000029311","hsd17b11","hydroxysteroid 17 beta dehydrogenase 11",.4108904,.8746549,"Same"
"ENSMUSG00000029312","klhl8","kelch like 8",1.445733,.0009298,"Different"
"ENSMUSG00000029313","aff1","af4/fmr2 family member 1",.0375485,.9592049,"Same"
"ENSMUSG00000029314","gpat3","glycerol 3 phosphate acyltransferase 3",.0585714,.9419516,"Same"
"ENSMUSG00000029319","coq2","coenzyme q2 4 hydroxybenzoate polyprenyltransferase",1.490143,2.82e-08,"Different"
"ENSMUSG00000029326","enoph1","enolase phosphatase 1",1.016219,.659917,"Same"
"ENSMUSG00000029328","hnrnpdl","heterogeneous nuclear ribonucleoprotein d like",.1112617,.8823817,"Same"
"ENSMUSG00000029330","cds1","cdp diacylglycerol synthase 1",.5226114,.8230775,"Same"
"ENSMUSG00000029335","bmp3","bone morphogenetic protein 3",1.351526,.0017897,"Different"
"ENSMUSG00000029338","antxr2","anthrax toxin receptor 2",1.610446,.3273089,"Same"
"ENSMUSG00000029343","crybb1","crystallin beta b1",1.174955,.5374951,"Same"
"ENSMUSG00000029344","tpst2","protein tyrosine sulfotransferase 2",.0046969,.9592049,"Same"
"ENSMUSG00000029348","asphd2","aspartate beta hydroxylase domain containing 2",.0005249,.9592049,"Same"
"ENSMUSG00000029359","tesc","tescalcin",.0261306,.9592049,"Same"
"ENSMUSG00000029363","rfc5","replication factor c activator 1 5",.0005163,.9598377,"Same"
"ENSMUSG00000029364","wsb2","wd repeat and socs box containing 2",.0019674,.9592049,"Same"
"ENSMUSG00000029366","dck","deoxycytidine kinase",1.704181,.0019142,"Different"
"ENSMUSG00000029372","ppbp","pro platelet basic protein",.5773713,.8033807,"Same"
"ENSMUSG00000029376","mthfd2l","methylenetetrahydrofolate dehydrogenase nadp+ dependent 2 like",.4189927,.8211083,"Same"
"ENSMUSG00000029381","shroom3","shroom family member 3",.0010797,.9615534,"Same"
"ENSMUSG00000029385","ccng2","cyclin g2",.3074033,.8746549,"Same"
"ENSMUSG00000029387","gtf2h3","general transcription factor iih polypeptide 3",.3405775,.8894492,"Same"
"ENSMUSG00000029389","ddx55","dead asp glu ala asp box polypeptide 55",1.763079,1.50e-06,"Different"
"ENSMUSG00000029390","tmed2","transmembrane p24 trafficking protein 2",1.406694,.0802116,"Same"
"ENSMUSG00000029392","rilpl1","rab interacting lysosomal protein like 1",.1464303,.9454536,"Same"
"ENSMUSG00000029403","cdkl2","cyclin dependent kinase like 2 cdc2 related kinase ",.8424069,.7321154,"Same"
"ENSMUSG00000029406","pitpnm2","phosphatidylinositol transfer protein membrane associated 2",.2241154,.9115173,"Same"
"ENSMUSG00000029407","uso1","uso1 vesicle docking factor",1.331221,.0016515,"Different"
"ENSMUSG00000029408","abcb9","atp binding cassette sub family b mdr/tap member 9",.0067307,.9592049,"Same"
"ENSMUSG00000029413","naaa","n acylethanolamine acid amidase",.0407008,.9592049,"Same"
"ENSMUSG00000029414","kntc1","kinetochore associated 1",.0014662,.9650449,"Same"
"ENSMUSG00000029415","sdad1","sda1 domain containing 1",1.395908,.0006885,"Different"
"ENSMUSG00000029419","ajm1","apical junction component 1",.3140521,.8930278,"Same"
"ENSMUSG00000029420","rimbp2","rims binding protein 2",.2832801,.8984376,"Same"
"ENSMUSG00000029422","rsrc2","arginine/serine rich coiled coil 2",.1062024,.9375608,"Same"
"ENSMUSG00000029427","zcchc8","zinc finger cchc domain containing 8",.2588345,.8776925,"Same"
"ENSMUSG00000029428","stx2","syntaxin 2",.3144374,.8481411,"Same"
"ENSMUSG00000029431","b3gnt4","udp glcnac:betagal beta 1 3 n acetylglucosaminyltransferase 4",1.757773,.0049789,"Different"
"ENSMUSG00000029436","mmp17","matrix metallopeptidase 17",.0141189,.9375608,"Same"
"ENSMUSG00000029438","bcl7a","b cell cll/lymphoma 7a",.0128414,.9419276,"Same"
"ENSMUSG00000029449","rhof","ras homolog family member f in filopodia ",1.6146,.3307385,"Same"
"ENSMUSG00000029458","brap","brca1 associated protein",1.602489,1.45e-06,"Different"
"ENSMUSG00000029461","fam168a","family with sequence similarity 168 member a",.0995557,.9270103,"Same"
"ENSMUSG00000029462","vps29","vps29 retromer complex component",.0367263,.9592049,"Same"
"ENSMUSG00000029464","gpn3","gpn loop gtpase 3",.063691,.8975709,"Same"
"ENSMUSG00000029465","arpc3","actin related protein 2/3 complex subunit 3",.0761509,.9276699,"Same"
"ENSMUSG00000029466","anapc7","anaphase promoting complex subunit 7",1.118839,.5141928,"Same"
"ENSMUSG00000029467","atp2a2","atpase ca++ transporting cardiac muscle slow twitch 2",.0031098,.9600178,"Same"
"ENSMUSG00000029468","p2rx7","purinergic receptor p2x ligand gated ion channel 7",1.035619,.6432763,"Same"
"ENSMUSG00000029469","ift81","intraflagellar transport 81",1.6424,.0508004,"Same"
"ENSMUSG00000029470","p2rx4","purinergic receptor p2x ligand gated ion channel 4",.867486,.5013835,"Same"
"ENSMUSG00000029471","camkk2","calcium/calmodulin dependent protein kinase kinase 2 beta",.2456496,.8660277,"Same"
"ENSMUSG00000029475","kdm2b","lysine k specific demethylase 2b",.0157824,.9592049,"Same"
"ENSMUSG00000029480","dhx37","deah asp glu ala his box polypeptide 37",.228338,.8595854,"Same"
"ENSMUSG00000029482","aacs","acetoacetyl coa synthetase",1.373003,.123722,"Same"
"ENSMUSG00000029484","anxa3","annexin a3",1.099127,.0047419,"Different"
"ENSMUSG00000029501","ankle2","ankyrin repeat and lem domain containing 2",.049773,.9592049,"Same"
"ENSMUSG00000029503","p2rx2","purinergic receptor p2x ligand gated ion channel 2",1.66362,6.90e-06,"Different"
"ENSMUSG00000029504","ddx51","dead asp glu ala asp box polypeptide 51",1.101621,2.91e-07,"Different"
"ENSMUSG00000029505","ep400","e1a binding protein p400",.7015725,.7534272,"Same"
"ENSMUSG00000029507","pus1","pseudouridine synthase 1",1.021431,.6831094,"Same"
"ENSMUSG00000029513","prkab1","protein kinase amp activated beta 1 non catalytic subunit",.5689532,.5605887,"Same"
"ENSMUSG00000029516","cit","citron",1.559291,.3743061,"Same"
"ENSMUSG00000029518","rab35","rab35 member ras oncogene family",.0518482,.8835559,"Same"
"ENSMUSG00000029521","chek2","checkpoint kinase 2",.0006662,.9644368,"Same"
"ENSMUSG00000029524","sirt4","sirtuin 4",.8735573,.6928582,"Same"
"ENSMUSG00000029528","pxn","paxillin",.7358013,.6831094,"Same"
"ENSMUSG00000029534","st7","suppression of tumorigenicity 7",.0178144,.9592049,"Same"
"ENSMUSG00000029538","srsf9","serine/arginine rich splicing factor 9",.8107589,.7773136,"Same"
"ENSMUSG00000029544","cabp1","calcium binding protein 1",1.111466,.615027,"Same"
"ENSMUSG00000029545","acads","acyl coenzyme a dehydrogenase short chain",1.501531,3.83e-06,"Different"
"ENSMUSG00000029546","uncx","unc homeobox",.001552,.9605781,"Same"
"ENSMUSG00000029550","sppl3","signal peptide peptidase 3",1.119005,.0020206,"Different"
"ENSMUSG00000029551","psmg3","proteasome prosome macropain assembly chaperone 3",1.73337,2.90e-06,"Different"
"ENSMUSG00000029554","mad1l1","mad1 mitotic arrest deficient 1 like 1",1.603861,.1438493,"Same"
"ENSMUSG00000029559","2210016l21rik","riken cdna 2210016l21 gene",1.382011,.383132,"Same"
"ENSMUSG00000029563","foxp2","forkhead box p2",1.60116,.0273938,"Different"
"ENSMUSG00000029569","tmem168","transmembrane protein 168",.7288984,.7733194,"Same"
"ENSMUSG00000029570","lfng","lfng o fucosylpeptide 3 beta n acetylglucosaminyltransferase",.24952,.8851597,"Same"
"ENSMUSG00000029576","radil","ras association and dil domains",1.350646,2.92e-06,"Different"
"ENSMUSG00000029578","wipi2","wd repeat domain phosphoinositide interacting 2",.0330397,.9592049,"Same"
"ENSMUSG00000029580","actb","actin beta",.9929429,.3869791,"Same"
"ENSMUSG00000029581","fscn1","fascin actin bundling protein 1",1.286102,.277848,"Same"
"ENSMUSG00000029587","zfp12","zinc finger protein 12",.0552885,.9592049,"Same"
"ENSMUSG00000029591","ung","uracil dna glycosylase",.0145914,.9592049,"Same"
"ENSMUSG00000029592","usp30","ubiquitin specific peptidase 30",1.3361,.0738492,"Same"
"ENSMUSG00000029594","rbm19","rna binding motif protein 19",.0180083,.9592049,"Same"
"ENSMUSG00000029596","sdsl","serine dehydratase like",.0017096,.9592049,"Same"
"ENSMUSG00000029599","ddx54","dead asp glu ala asp box polypeptide 54",1.430431,.0596171,"Same"
"ENSMUSG00000029600","rita1","rbpj interacting and tubulin associated 1",1.634948,.2906866,"Same"
"ENSMUSG00000029602","rasal1","ras protein activator like 1 gap1 like ",.9790757,.6652126,"Same"
"ENSMUSG00000029603","dtx1","deltex 1 e3 ubiquitin ligase",.015009,.9419276,"Same"
"ENSMUSG00000029608","rph3a","rabphilin 3a",.9135036,.7171156,"Same"
"ENSMUSG00000029613","eif2ak1","eukaryotic translation initiation factor 2 alpha kinase 1",1.22121,.1750653,"Same"
"ENSMUSG00000029622","arpc1b","actin related protein 2/3 complex subunit 1b",.030691,.9592049,"Same"
"ENSMUSG00000029625","cpsf4","cleavage and polyadenylation specific factor 4",1.7702,.048057,"Different"
"ENSMUSG00000029629","phf14","phd finger protein 14",.0358354,.8978174,"Same"
"ENSMUSG00000029632","ndufa4","ndufa4 mitochondrial complex associated",.0188065,.9592049,"Same"
"ENSMUSG00000029634","rnf6","ring finger protein c3h2c3 type 6",.0000221,.9605781,"Same"
"ENSMUSG00000029635","cdk8","cyclin dependent kinase 8",.7854388,.7904903,"Same"
"ENSMUSG00000029640","usp12","ubiquitin specific peptidase 12",.6713496,.7953359,"Same"
"ENSMUSG00000029641","rasl11a","ras like family 11 member a",1.221174,.0083055,"Different"
"ENSMUSG00000029642","polr1d","polymerase rna i polypeptide d",1.580016,.0001927,"Different"
"ENSMUSG00000029647","pan3","pan3 poly a specific ribonuclease subunit",.5731423,.7996626,"Same"
"ENSMUSG00000029649","pomp","proteasome maturation protein",1.656041,.0000978,"Different"
"ENSMUSG00000029650","slc46a3","solute carrier family 46 member 3",1.060998,.6627434,"Same"
"ENSMUSG00000029659","medag","mesenteric estrogen dependent adipogenesis",.0000108,.9592049,"Same"
"ENSMUSG00000029661","col1a2","collagen type i alpha 2",.31634,.8818451,"Same"
"ENSMUSG00000029669","tspan12","tetraspanin 12",.4398913,.8399832,"Same"
"ENSMUSG00000029670","ing3","inhibitor of growth family member 3",.0408329,.9592049,"Same"
"ENSMUSG00000029672","fam3c","family with sequence similarity 3 member c",.0033954,.9592049,"Same"
"ENSMUSG00000029673","auts2","autism susceptibility candidate 2",.9076279,.7166205,"Same"
"ENSMUSG00000029674","limk1","lim domain containing protein kinase",1.43178,.0519328,"Same"
"ENSMUSG00000029681","bcl7b","b cell cll/lymphoma 7b",.0060131,.9596648,"Same"
"ENSMUSG00000029684","wasl","wiskott aldrich syndrome like human ",.0052512,.9592049,"Same"
"ENSMUSG00000029686","cul1","cullin 1",.4951198,.7157368,"Same"
"ENSMUSG00000029687","ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit",.2558761,.8746549,"Same"
"ENSMUSG00000029695","aass","aminoadipate semialdehyde synthase",1.888239,.0019264,"Different"
"ENSMUSG00000029701","rbm28","rna binding motif protein 28",.6780581,.7562043,"Same"
"ENSMUSG00000029703","lrwd1","leucine rich repeats and wd repeat domain containing 1",1.892869,.004161,"Different"
"ENSMUSG00000029705","cux1","cut like homeobox 1",1.153515,.2255088,"Same"
"ENSMUSG00000029710","ephb4","eph receptor b4",.0001272,.9650449,"Same"
